_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
2215,Verkehrsunfälle,Verletzte und Getötete,2010,201004,216,416,-36.66,-48.08,386
2216,Verkehrsunfälle,Verletzte und Getötete,2010,201005,389,535,80.09,-27.29,374
2217,Verkehrsunfälle,Verletzte und Getötete,2010,201006,517,443,32.9,16.7,380
2218,Verkehrsunfälle,Verletzte und Getötete,2010,201007,721,556,39.46,29.68,394
2219,Verkehrsunfälle,Verletzte und Getötete,2010,201008,481,466,-33.29,3.22,395
2220,Verkehrsunfälle,Verletzte und Getötete,2010,201009,534,452,11.02,18.14,402
2221,Verkehrsunfälle,Verletzte und Getötete,2010,201010,524,432,-1.87,21.3,410
2222,Verkehrsunfälle,Verletzte und Getötete,2010,201011,383,366,-26.91,4.64,411
2223,Verkehrsunfälle,Verletzte und Getötete,2010,201012,277,391,-27.68,-29.16,402
2224,Verkehrsunfälle,Verletzte und Getötete,2009,Summe,4865,4751,,2.4,
2225,Verkehrsunfälle,Verletzte und Getötete,2009,200901,223,307,-18.01,-27.36,389
2226,Verkehrsunfälle,Verletzte und Getötete,2009,200902,340,340,52.47,0,389
2227,Verkehrsunfälle,Verletzte und Getötete,2009,200903,245,254,-27.94,-3.54,388
2228,Verkehrsunfälle,Verletzte und Getötete,2009,200904,416,355,69.8,17.18,393
2229,Verkehrsunfälle,Verletzte und Getötete,2009,200905,535,534,28.61,0.19,393
2230,Verkehrsunfälle,Verletzte und Getötete,2009,200906,443,473,-17.2,-6.34,391
2231,Verkehrsunfälle,Verletzte und Getötete,2009,200907,556,538,25.51,3.35,392
2232,Verkehrsunfälle,Verletzte und Getötete,2009,200908,466,480,-16.19,-2.92,391
2233,Verkehrsunfälle,Verletzte und Getötete,2009,200909,452,422,-3,7.11,394
2234,Verkehrsunfälle,Verletzte und Getötete,2009,200910,432,455,-4.42,-5.05,392
2235,Verkehrsunfälle,Verletzte und Getötete,2009,200911,366,321,-15.28,14.02,396
2236,Verkehrsunfälle,Verletzte und Getötete,2009,200912,391,272,6.83,43.75,405
2237,Verkehrsunfälle,Verletzte und Getötete,2008,Summe,4751,5223,,-9.04,
2238,Verkehrsunfälle,Verletzte und Getötete,2008,200801,307,268,-25.85,14.55,439
2239,Verkehrsunfälle,Verletzte und Getötete,2008,200802,340,277,10.75,22.74,444
2240,Verkehrsunfälle,Verletzte und Getötete,2008,200803,254,347,-25.29,-26.8,436
2241,Verkehrsunfälle,Verletzte und Getötete,2008,200804,355,500,39.76,-29,424
2242,Verkehrsunfälle,Verletzte und Getötete,2008,200805,534,591,50.42,-9.64,419
2243,Verkehrsunfälle,Verletzte und Getötete,2008,200806,473,535,-11.42,-11.59,414
2244,Verkehrsunfälle,Verletzte und Getötete,2008,200807,538,511,13.74,5.28,416
2245,Verkehrsunfälle,Verletzte und Getötete,2008,200808,480,422,-10.78,13.74,421
2246,Verkehrsunfälle,Verletzte und Getötete,2008,200809,422,462,-12.08,-8.66,418
2247,Verkehrsunfälle,Verletzte und Getötete,2008,200810,455,491,7.82,-7.33,415
2248,Verkehrsunfälle,Verletzte und Getötete,2008,200811,321,405,-29.45,-20.74,408
2249,Verkehrsunfälle,Verletzte und Getötete,2008,200812,272,414,-15.26,-34.3,396
2250,Verkehrsunfälle,Verletzte und Getötete,2007,Summe,5223,5804,,-10.01,
2251,Verkehrsunfälle,Verletzte und Getötete,2007,200701,268,364,-42.49,-26.37,476
2252,Verkehrsunfälle,Verletzte und Getötete,2007,200702,277,279,3.36,-0.72,476
2253,Verkehrsunfälle,Verletzte und Getötete,2007,200703,347,375,25.27,-7.47,473
2254,Verkehrsunfälle,Verletzte und Getötete,2007,200704,500,387,44.09,29.2,483
2255,Verkehrsunfälle,Verletzte und Getötete,2007,200705,591,564,18.2,4.79,485
2256,Verkehrsunfälle,Verletzte und Getötete,2007,200706,535,479,-9.48,11.69,490
2257,Verkehrsunfälle,Verletzte und Getötete,2007,200707,511,787,-4.49,-35.07,467
2258,Verkehrsunfälle,Verletzte und Getötete,2007,200708,422,513,-17.42,-17.74,459
2259,Verkehrsunfälle,Verletzte und Getötete,2007,200709,462,490,9.48,-5.71,457
2260,Verkehrsunfälle,Verletzte und Getötete,2007,200710,491,632,6.28,-22.31,445
2261,Verkehrsunfälle,Verletzte und Getötete,2007,200711,405,468,-17.52,-13.46,440
2262,Verkehrsunfälle,Verletzte und Getötete,2007,200712,414,466,2.22,-11.16,435
2263,Verkehrsunfälle,Verletzte und Getötete,2006,Summe,5804,6402,,-9.34,
2264,Verkehrsunfälle,Verletzte und Getötete,2006,200601,364,306,-20.87,18.95,538
2265,Verkehrsunfälle,Verletzte und Getötete,2006,200602,279,282,-23.35,-1.06,538
2266,Verkehrsunfälle,Verletzte und Getötete,2006,200603,375,385,34.41,-2.6,537
2267,Verkehrsunfälle,Verletzte und Getötete,2006,200604,387,514,3.2,-24.71,527
2268,Verkehrsunfälle,Verletzte und Getötete,2006,200605,564,618,45.74,-8.74,522
2269,Verkehrsunfälle,Verletzte und Getötete,2006,200606,479,729,-15.07,-34.29,501
2270,Verkehrsunfälle,Verletzte und Getötete,2006,200607,787,675,64.3,16.59,511
2271,Verkehrsunfälle,Verletzte und Getötete,2006,200608,513,582,-34.82,-11.86,505
2272,Verkehrsunfälle,Verletzte und Getötete,2006,200609,490,825,-4.48,-40.61,477
2273,Verkehrsunfälle,Verletzte und Getötete,2006,200610,632,568,28.98,11.27,482
2274,Verkehrsunfälle,Verletzte und Getötete,2006,200611,468,458,-25.95,2.18,483
2275,Verkehrsunfälle,Verletzte und Getötete,2006,200612,466,460,-0.43,1.3,484
2276,Verkehrsunfälle,Verletzte und Getötete,2005,Summe,6402,6219,,2.94,
2277,Verkehrsunfälle,Verletzte und Getötete,2005,200501,306,377,-26.44,-18.83,512
2278,Verkehrsunfälle,Verletzte und Getötete,2005,200502,282,310,-7.84,-9.03,510
2279,Verkehrsunfälle,Verletzte und Getötete,2005,200503,385,403,36.52,-4.47,509
2280,Verkehrsunfälle,Verletzte und Getötete,2005,200504,514,461,33.51,11.5,513
2281,Verkehrsunfälle,Verletzte und Getötete,2005,200505,618,600,20.23,3,514
2282,Verkehrsunfälle,Verletzte und Getötete,2005,200506,729,598,17.96,21.91,525
2283,Verkehrsunfälle,Verletzte und Getötete,2005,200507,675,811,-7.41,-16.77,514
2284,Verkehrsunfälle,Verletzte und Getötete,2005,200508,582,584,-13.78,-0.34,514
2285,Verkehrsunfälle,Verletzte und Getötete,2005,200509,825,659,41.75,25.19,528
2286,Verkehrsunfälle,Verletzte und Getötete,2005,200510,568,561,-31.15,1.25,528
2287,Verkehrsunfälle,Verletzte und Getötete,2005,200511,458,439,-19.37,4.33,530
2288,Verkehrsunfälle,Verletzte und Getötete,2005,200512,460,416,0.44,10.58,534
2289,Verkehrsunfälle,Verletzte und Getötete,2004,Summe,6219,6365,,-2.29,
2290,Verkehrsunfälle,Verletzte und Getötete,2004,200401,377,358,-23.53,5.31,532
2291,Verkehrsunfälle,Verletzte und Getötete,2004,200402,310,308,-17.77,0.65,532
2292,Verkehrsunfälle,Verletzte und Getötete,2004,200403,403,476,30,-15.34,526
2293,Verkehrsunfälle,Verletzte und Getötete,2004,200404,461,535,14.39,-13.83,520
2294,Verkehrsunfälle,Verletzte und Getötete,2004,200405,600,632,30.15,-5.06,517
2295,Verkehrsunfälle,Verletzte und Getötete,2004,200406,598,723,-0.33,-17.29,507
2296,Verkehrsunfälle,Verletzte und Getötete,2004,200407,811,644,35.62,25.93,521
2297,Verkehrsunfälle,Verletzte und Getötete,2004,200408,584,577,-27.99,1.21,521
2298,Verkehrsunfälle,Verletzte und Getötete,2004,200409,659,560,12.84,17.68,530
2299,Verkehrsunfälle,Verletzte und Getötete,2004,200410,561,595,-14.87,-5.71,527
2300,Verkehrsunfälle,Verletzte und Getötete,2004,200411,439,464,-21.75,-5.39,525
2301,Verkehrsunfälle,Verletzte und Getötete,2004,200412,416,493,-5.24,-15.62,518
2302,Verkehrsunfälle,Verletzte und Getötete,2003,Summe,6365,7026,,-9.41,
2303,Verkehrsunfälle,Verletzte und Getötete,2003,200301,358,431,-9.14,-16.94,579
2304,Verkehrsunfälle,Verletzte und Getötete,2003,200302,308,393,-13.97,-21.63,572
2305,Verkehrsunfälle,Verletzte und Getötete,2003,200303,476,520,54.55,-8.46,569
2306,Verkehrsunfälle,Verletzte und Getötete,2003,200304,535,521,12.39,2.69,570
2307,Verkehrsunfälle,Verletzte und Getötete,2003,200305,632,654,18.13,-3.36,568
2308,Verkehrsunfälle,Verletzte und Getötete,2003,200306,723,833,14.4,-13.21,559
2309,Verkehrsunfälle,Verletzte und Getötete,2003,200307,644,865,-10.93,-25.55,540
2310,Verkehrsunfälle,Verletzte und Getötete,2003,200308,577,601,-10.4,-3.99,538
2311,Verkehrsunfälle,Verletzte und Getötete,2003,200309,560,621,-2.95,-9.82,533
2312,Verkehrsunfälle,Verletzte und Getötete,2003,200310,595,630,6.25,-5.56,530
2313,Verkehrsunfälle,Verletzte und Getötete,2003,200311,464,563,-22.02,-17.58,522
2314,Verkehrsunfälle,Verletzte und Getötete,2003,200312,493,394,6.25,25.13,530
2315,Verkehrsunfälle,Verletzte und Getötete,2002,Summe,7026,7452,,-5.72,
2316,Verkehrsunfälle,Verletzte und Getötete,2002,200201,431,448,-14.99,-3.79,620
2317,Verkehrsunfälle,Verletzte und Getötete,2002,200202,393,439,-8.82,-10.48,616
2318,Verkehrsunfälle,Verletzte und Getötete,2002,200203,520,535,32.32,-2.8,615
2319,Verkehrsunfälle,Verletzte und Getötete,2002,200204,521,578,0.19,-9.86,610
2320,Verkehrsunfälle,Verletzte und Getötete,2002,200205,654,817,25.53,-19.95,596
2321,Verkehrsunfälle,Verletzte und Getötete,2002,200206,833,679,27.37,22.68,609
2322,Verkehrsunfälle,Verletzte und Getötete,2002,200207,865,921,3.84,-6.08,604
2323,Verkehrsunfälle,Verletzte und Getötete,2002,200208,601,600,-30.52,0.17,604
2324,Verkehrsunfälle,Verletzte und Getötete,2002,200209,621,643,3.33,-3.42,603
2325,Verkehrsunfälle,Verletzte und Getötete,2002,200210,630,717,1.45,-12.13,595
2326,Verkehrsunfälle,Verletzte und Getötete,2002,200211,563,568,-10.63,-0.88,595
2327,Verkehrsunfälle,Verletzte und Getötete,2002,200212,394,507,-30.02,-22.29,586
2328,Verkehrsunfälle,Verletzte und Getötete,2001,Summe,7452,7053,,5.66,
2329,Verkehrsunfälle,Verletzte und Getötete,2001,200101,448,434,-13.01,3.23,589
2330,Verkehrsunfälle,Verletzte und Getötete,2001,200102,439,419,-2.01,4.77,591
2331,Verkehrsunfälle,Verletzte und Getötete,2001,200103,535,509,21.87,5.11,593
2332,Verkehrsunfälle,Verletzte und Getötete,2001,200104,578,557,8.04,3.77,595
2333,Verkehrsunfälle,Verletzte und Getötete,2001,200105,817,675,41.35,21.04,606
2334,Verkehrsunfälle,Verletzte und Getötete,2001,200106,679,685,-16.89,-0.88,606
2335,Verkehrsunfälle,Verletzte und Getötete,2001,200107,921,744,35.64,23.79,621
2336,Verkehrsunfälle,Verletzte und Getötete,2001,200108,600,647,-34.85,-7.26,617
2337,Verkehrsunfälle,Verletzte und Getötete,2001,200109,643,675,7.17,-4.74,614
2338,Verkehrsunfälle,Verletzte und Getötete,2001,200110,717,615,11.51,16.59,623
2339,Verkehrsunfälle,Verletzte und Getötete,2001,200111,568,578,-20.78,-1.73,622
2340,Verkehrsunfälle,Verletzte und Getötete,2001,200112,507,515,-10.74,-1.55,621
2341,Verkehrsunfälle,Verletzte und Getötete,2000,200001,434,,,,434
2342,Verkehrsunfälle,Verletzte und Getötete,2000,200002,419,,-3.46,,427
2343,Verkehrsunfälle,Verletzte und Getötete,2000,200003,509,,21.48,,454
2344,Verkehrsunfälle,Verletzte und Getötete,2000,200004,557,,9.43,,480
2345,Verkehrsunfälle,Verletzte und Getötete,2000,200005,675,,21.18,,519
2346,Verkehrsunfälle,Verletzte und Getötete,2000,200006,685,,1.48,,547
2347,Verkehrsunfälle,Verletzte und Getötete,2000,200007,744,,8.61,,575
2348,Verkehrsunfälle,Verletzte und Getötete,2000,200008,647,,-13.04,,584
2349,Verkehrsunfälle,Verletzte und Getötete,2000,200009,675,,4.33,,594
2350,Verkehrsunfälle,Verletzte und Getötete,2000,200010,615,,-8.89,,596
2351,Verkehrsunfälle,Verletzte und Getötete,2000,200011,578,,-6.02,,594
2352,Verkehrsunfälle,Verletzte und Getötete,2000,200012,515,,-10.9,,588
