_id,MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
367,Alkoholunfälle,Verletzte und Getötete,2023,202305,28,34,21.74,-17.65,24
368,Alkoholunfälle,Verletzte und Getötete,2023,202306,26,35,-7.14,-25.71,24
369,Alkoholunfälle,Verletzte und Getötete,2023,202307,31,38,19.23,-18.42,23
370,Alkoholunfälle,Verletzte und Getötete,2023,202308,27,28,-12.9,-3.57,23
371,Alkoholunfälle,Verletzte und Getötete,2023,202309,41,40,51.85,2.5,23
372,Alkoholunfälle,Verletzte und Getötete,2023,202310,23,26,-43.9,-11.54,23
373,Alkoholunfälle,Verletzte und Getötete,2023,202311,16,17,-30.43,-5.88,23
374,Alkoholunfälle,Verletzte und Getötete,2023,202312,8,15,-50,-46.67,22
375,Alkoholunfälle,Verletzte und Getötete,2022,Summe,292,214,,36.45,
376,Alkoholunfälle,Verletzte und Getötete,2022,202201,8,5,14.29,60,18
377,Alkoholunfälle,Verletzte und Getötete,2022,202202,14,9,75,55.56,19
378,Alkoholunfälle,Verletzte und Getötete,2022,202203,19,6,35.71,216.67,20
379,Alkoholunfälle,Verletzte und Getötete,2022,202204,18,6,-5.26,200,21
380,Alkoholunfälle,Verletzte und Getötete,2022,202205,34,13,88.89,161.54,22
381,Alkoholunfälle,Verletzte und Getötete,2022,202206,35,39,2.94,-10.26,22
382,Alkoholunfälle,Verletzte und Getötete,2022,202207,38,27,8.57,40.74,23
383,Alkoholunfälle,Verletzte und Getötete,2022,202208,28,24,-26.32,16.67,23
384,Alkoholunfälle,Verletzte und Getötete,2022,202209,40,36,42.86,11.11,24
385,Alkoholunfälle,Verletzte und Getötete,2022,202210,26,27,-35,-3.7,24
386,Alkoholunfälle,Verletzte und Getötete,2022,202211,17,15,-34.62,13.33,24
387,Alkoholunfälle,Verletzte und Getötete,2022,202212,15,7,-11.76,114.29,24
388,Alkoholunfälle,Verletzte und Getötete,2021,Summe,214,250,,-14.4,
389,Alkoholunfälle,Verletzte und Getötete,2021,202101,5,11,-44.44,-54.55,20
390,Alkoholunfälle,Verletzte und Getötete,2021,202102,9,19,80,-52.63,20
391,Alkoholunfälle,Verletzte und Getötete,2021,202103,6,13,-33.33,-53.85,19
392,Alkoholunfälle,Verletzte und Getötete,2021,202104,6,15,0,-60,18
393,Alkoholunfälle,Verletzte und Getötete,2021,202105,13,26,116.67,-50,17
394,Alkoholunfälle,Verletzte und Getötete,2021,202106,39,30,200,30,18
395,Alkoholunfälle,Verletzte und Getötete,2021,202107,27,43,-30.77,-37.21,17
396,Alkoholunfälle,Verletzte und Getötete,2021,202108,24,29,-11.11,-17.24,16
397,Alkoholunfälle,Verletzte und Getötete,2021,202109,36,24,50,50,17
398,Alkoholunfälle,Verletzte und Getötete,2021,202110,27,20,-25,35,18
399,Alkoholunfälle,Verletzte und Getötete,2021,202111,15,11,-44.44,36.36,18
400,Alkoholunfälle,Verletzte und Getötete,2021,202112,7,9,-53.33,-22.22,18
401,Alkoholunfälle,Verletzte und Getötete,2020,Summe,250,227,,10.13,
402,Alkoholunfälle,Verletzte und Getötete,2020,202001,11,7,-8.33,57.14,19
403,Alkoholunfälle,Verletzte und Getötete,2020,202002,19,7,72.73,171.43,20
404,Alkoholunfälle,Verletzte und Getötete,2020,202003,13,22,-31.58,-40.91,20
405,Alkoholunfälle,Verletzte und Getötete,2020,202004,15,18,15.38,-16.67,19
406,Alkoholunfälle,Verletzte und Getötete,2020,202005,26,21,73.33,23.81,20
407,Alkoholunfälle,Verletzte und Getötete,2020,202006,30,24,15.38,25,20
408,Alkoholunfälle,Verletzte und Getötete,2020,202007,43,34,43.33,26.47,21
409,Alkoholunfälle,Verletzte und Getötete,2020,202008,29,23,-32.56,26.09,21
410,Alkoholunfälle,Verletzte und Getötete,2020,202009,24,20,-17.24,20,22
411,Alkoholunfälle,Verletzte und Getötete,2020,202010,20,20,-16.67,0,22
412,Alkoholunfälle,Verletzte und Getötete,2020,202011,11,19,-45,-42.11,21
413,Alkoholunfälle,Verletzte und Getötete,2020,202012,9,12,-18.18,-25,21
414,Alkoholunfälle,Verletzte und Getötete,2019,Summe,227,182,,24.73,
415,Alkoholunfälle,Verletzte und Getötete,2019,201901,7,8,16.67,-12.5,15
416,Alkoholunfälle,Verletzte und Getötete,2019,201902,7,13,0,-46.15,15
417,Alkoholunfälle,Verletzte und Getötete,2019,201903,22,12,214.29,83.33,15
418,Alkoholunfälle,Verletzte und Getötete,2019,201904,18,8,-18.18,125,16
419,Alkoholunfälle,Verletzte und Getötete,2019,201905,21,23,16.67,-8.7,16
420,Alkoholunfälle,Verletzte und Getötete,2019,201906,24,14,14.29,71.43,17
421,Alkoholunfälle,Verletzte und Getötete,2019,201907,34,29,41.67,17.24,17
422,Alkoholunfälle,Verletzte und Getötete,2019,201908,23,18,-32.35,27.78,18
423,Alkoholunfälle,Verletzte und Getötete,2019,201909,20,22,-13.04,-9.09,18
424,Alkoholunfälle,Verletzte und Getötete,2019,201910,20,16,0,25,18
425,Alkoholunfälle,Verletzte und Getötete,2019,201911,19,13,-5,46.15,18
426,Alkoholunfälle,Verletzte und Getötete,2019,201912,12,6,-36.84,100,19
427,Alkoholunfälle,Verletzte und Getötete,2018,Summe,182,176,,3.41,
428,Alkoholunfälle,Verletzte und Getötete,2018,201801,8,4,-52.94,100,15
429,Alkoholunfälle,Verletzte und Getötete,2018,201802,13,4,62.5,225,16
430,Alkoholunfälle,Verletzte und Getötete,2018,201803,12,15,-7.69,-20,16
431,Alkoholunfälle,Verletzte und Getötete,2018,201804,8,10,-33.33,-20,15
432,Alkoholunfälle,Verletzte und Getötete,2018,201805,23,16,187.5,43.75,16
433,Alkoholunfälle,Verletzte und Getötete,2018,201806,14,27,-39.13,-48.15,15
434,Alkoholunfälle,Verletzte und Getötete,2018,201807,29,18,107.14,61.11,16
435,Alkoholunfälle,Verletzte und Getötete,2018,201808,18,14,-37.93,28.57,16
436,Alkoholunfälle,Verletzte und Getötete,2018,201809,22,22,22.22,0,16
437,Alkoholunfälle,Verletzte und Getötete,2018,201810,16,16,-27.27,0,16
438,Alkoholunfälle,Verletzte und Getötete,2018,201811,13,13,-18.75,0,16
439,Alkoholunfälle,Verletzte und Getötete,2018,201812,6,17,-53.85,-64.71,15
440,Alkoholunfälle,Verletzte und Getötete,2017,Summe,176,144,,22.22,
441,Alkoholunfälle,Verletzte und Getötete,2017,201701,4,6,-60,-33.33,12
442,Alkoholunfälle,Verletzte und Getötete,2017,201702,4,3,0,33.33,12
443,Alkoholunfälle,Verletzte und Getötete,2017,201703,15,6,275,150,13
444,Alkoholunfälle,Verletzte und Getötete,2017,201704,10,8,-33.33,25,13
445,Alkoholunfälle,Verletzte und Getötete,2017,201705,16,17,60,-5.88,13
446,Alkoholunfälle,Verletzte und Getötete,2017,201706,27,19,68.75,42.11,13
447,Alkoholunfälle,Verletzte und Getötete,2017,201707,18,23,-33.33,-21.74,13
448,Alkoholunfälle,Verletzte und Getötete,2017,201708,14,12,-22.22,16.67,13
449,Alkoholunfälle,Verletzte und Getötete,2017,201709,22,22,57.14,0,13
450,Alkoholunfälle,Verletzte und Getötete,2017,201710,16,11,-27.27,45.45,14
451,Alkoholunfälle,Verletzte und Getötete,2017,201711,13,7,-18.75,85.71,14
452,Alkoholunfälle,Verletzte und Getötete,2017,201712,17,10,30.77,70,15
453,Alkoholunfälle,Verletzte und Getötete,2016,Summe,144,225,,-36,
454,Alkoholunfälle,Verletzte und Getötete,2016,201601,6,21,0,-71.43,18
455,Alkoholunfälle,Verletzte und Getötete,2016,201602,3,3,-50,0,18
456,Alkoholunfälle,Verletzte und Getötete,2016,201603,6,9,100,-33.33,17
457,Alkoholunfälle,Verletzte und Getötete,2016,201604,8,23,33.33,-65.22,16
458,Alkoholunfälle,Verletzte und Getötete,2016,201605,17,30,112.5,-43.33,15
459,Alkoholunfälle,Verletzte und Getötete,2016,201606,19,19,11.76,0,15
460,Alkoholunfälle,Verletzte und Getötete,2016,201607,23,37,21.05,-37.84,14
461,Alkoholunfälle,Verletzte und Getötete,2016,201608,12,29,-47.83,-58.62,12
462,Alkoholunfälle,Verletzte und Getötete,2016,201609,22,25,83.33,-12,12
463,Alkoholunfälle,Verletzte und Getötete,2016,201610,11,12,-50,-8.33,12
464,Alkoholunfälle,Verletzte und Getötete,2016,201611,7,11,-36.36,-36.36,12
465,Alkoholunfälle,Verletzte und Getötete,2016,201612,10,6,42.86,66.67,12
466,Alkoholunfälle,Verletzte und Getötete,2015,Summe,225,167,,34.73,
467,Alkoholunfälle,Verletzte und Getötete,2015,201501,21,4,600,425,15
468,Alkoholunfälle,Verletzte und Getötete,2015,201502,3,7,-85.71,-57.14,15
469,Alkoholunfälle,Verletzte und Getötete,2015,201503,9,16,200,-43.75,14
470,Alkoholunfälle,Verletzte und Getötete,2015,201504,23,15,155.56,53.33,15
471,Alkoholunfälle,Verletzte und Getötete,2015,201505,30,19,30.43,57.89,16
472,Alkoholunfälle,Verletzte und Getötete,2015,201506,19,16,-36.67,18.75,16
473,Alkoholunfälle,Verletzte und Getötete,2015,201507,37,21,94.74,76.19,18
474,Alkoholunfälle,Verletzte und Getötete,2015,201508,29,13,-21.62,123.08,19
475,Alkoholunfälle,Verletzte und Getötete,2015,201509,25,18,-13.79,38.89,20
476,Alkoholunfälle,Verletzte und Getötete,2015,201510,12,21,-52,-42.86,19
477,Alkoholunfälle,Verletzte und Getötete,2015,201511,11,14,-8.33,-21.43,19
478,Alkoholunfälle,Verletzte und Getötete,2015,201512,6,3,-45.45,100,19
479,Alkoholunfälle,Verletzte und Getötete,2014,Summe,167,153,,9.15,
480,Alkoholunfälle,Verletzte und Getötete,2014,201401,4,2,-60,100,13
481,Alkoholunfälle,Verletzte und Getötete,2014,201402,7,0,75,,14
482,Alkoholunfälle,Verletzte und Getötete,2014,201403,16,8,128.57,100,14
483,Alkoholunfälle,Verletzte und Getötete,2014,201404,15,5,-6.25,200,15
484,Alkoholunfälle,Verletzte und Getötete,2014,201405,19,21,26.67,-9.52,15
485,Alkoholunfälle,Verletzte und Getötete,2014,201406,16,20,-15.79,-20,15
486,Alkoholunfälle,Verletzte und Getötete,2014,201407,21,24,31.25,-12.5,14
487,Alkoholunfälle,Verletzte und Getötete,2014,201408,13,22,-38.1,-40.91,14
488,Alkoholunfälle,Verletzte und Getötete,2014,201409,18,17,38.46,5.88,14
489,Alkoholunfälle,Verletzte und Getötete,2014,201410,21,12,16.67,75,14
490,Alkoholunfälle,Verletzte und Getötete,2014,201411,14,12,-33.33,16.67,15
491,Alkoholunfälle,Verletzte und Getötete,2014,201412,3,10,-78.57,-70,14
492,Alkoholunfälle,Verletzte und Getötete,2013,Summe,153,223,,-31.39,
493,Alkoholunfälle,Verletzte und Getötete,2013,201301,2,11,-81.82,-81.82,18
494,Alkoholunfälle,Verletzte und Getötete,2013,201302,0,5,-100,-100,17
495,Alkoholunfälle,Verletzte und Getötete,2013,201303,8,5,,60,18
496,Alkoholunfälle,Verletzte und Getötete,2013,201304,5,22,-37.5,-77.27,16
497,Alkoholunfälle,Verletzte und Getötete,2013,201305,21,33,320,-36.36,15
498,Alkoholunfälle,Verletzte und Getötete,2013,201306,20,35,-4.76,-42.86,14
499,Alkoholunfälle,Verletzte und Getötete,2013,201307,24,30,20,-20,14
500,Alkoholunfälle,Verletzte und Getötete,2013,201308,22,31,-8.33,-29.03,13
501,Alkoholunfälle,Verletzte und Getötete,2013,201309,17,24,-22.73,-29.17,12
502,Alkoholunfälle,Verletzte und Getötete,2013,201310,12,6,-29.41,100,13
503,Alkoholunfälle,Verletzte und Getötete,2013,201311,12,10,0,20,13
504,Alkoholunfälle,Verletzte und Getötete,2013,201312,10,11,-16.67,-9.09,13
505,Alkoholunfälle,Verletzte und Getötete,2012,Summe,223,198,,12.63,
506,Alkoholunfälle,Verletzte und Getötete,2012,201201,11,16,83.33,-31.25,16
507,Alkoholunfälle,Verletzte und Getötete,2012,201202,5,7,-54.55,-28.57,16
508,Alkoholunfälle,Verletzte und Getötete,2012,201203,5,9,0,-44.44,16
509,Alkoholunfälle,Verletzte und Getötete,2012,201204,22,27,340,-18.52,15
510,Alkoholunfälle,Verletzte und Getötete,2012,201205,33,20,50,65,16
511,Alkoholunfälle,Verletzte und Getötete,2012,201206,35,21,6.06,66.67,17
512,Alkoholunfälle,Verletzte und Getötete,2012,201207,30,27,-14.29,11.11,18
513,Alkoholunfälle,Verletzte und Getötete,2012,201208,31,17,3.33,82.35,19
514,Alkoholunfälle,Verletzte und Getötete,2012,201209,24,22,-22.58,9.09,19
515,Alkoholunfälle,Verletzte und Getötete,2012,201210,6,10,-75,-40,19
516,Alkoholunfälle,Verletzte und Getötete,2012,201211,10,16,66.67,-37.5,18
517,Alkoholunfälle,Verletzte und Getötete,2012,201212,11,6,10,83.33,19
518,Alkoholunfälle,Verletzte und Getötete,2011,Summe,198,201,,-1.49,
519,Alkoholunfälle,Verletzte und Getötete,2011,201101,16,7,33.33,128.57,18
520,Alkoholunfälle,Verletzte und Getötete,2011,201102,7,10,-56.25,-30,17
521,Alkoholunfälle,Verletzte und Getötete,2011,201103,9,12,28.57,-25,17
522,Alkoholunfälle,Verletzte und Getötete,2011,201104,27,25,200,8,17
523,Alkoholunfälle,Verletzte und Getötete,2011,201105,20,15,-25.93,33.33,18
524,Alkoholunfälle,Verletzte und Getötete,2011,201106,21,20,5,5,18
525,Alkoholunfälle,Verletzte und Getötete,2011,201107,27,29,28.57,-6.9,18
526,Alkoholunfälle,Verletzte und Getötete,2011,201108,17,25,-37.04,-32,17
527,Alkoholunfälle,Verletzte und Getötete,2011,201109,22,26,29.41,-15.38,17
528,Alkoholunfälle,Verletzte und Getötete,2011,201110,10,13,-54.55,-23.08,16
529,Alkoholunfälle,Verletzte und Getötete,2011,201111,16,7,60,128.57,17
530,Alkoholunfälle,Verletzte und Getötete,2011,201112,6,12,-62.5,-50,17
531,Alkoholunfälle,Verletzte und Getötete,2010,Summe,201,213,,-5.63,
532,Alkoholunfälle,Verletzte und Getötete,2010,201001,7,7,-50,0,18
533,Alkoholunfälle,Verletzte und Getötete,2010,201002,10,12,42.86,-16.67,18
534,Alkoholunfälle,Verletzte und Getötete,2010,201003,12,5,20,140,18
535,Alkoholunfälle,Verletzte und Getötete,2010,201004,25,31,108.33,-19.35,18
536,Alkoholunfälle,Verletzte und Getötete,2010,201005,15,34,-40,-55.88,16
537,Alkoholunfälle,Verletzte und Getötete,2010,201006,20,19,33.33,5.26,16
538,Alkoholunfälle,Verletzte und Getötete,2010,201007,29,27,45,7.41,16
539,Alkoholunfälle,Verletzte und Getötete,2010,201008,25,26,-13.79,-3.85,16
540,Alkoholunfälle,Verletzte und Getötete,2010,201009,26,18,4,44.44,17
541,Alkoholunfälle,Verletzte und Getötete,2010,201010,13,15,-50,-13.33,17
542,Alkoholunfälle,Verletzte und Getötete,2010,201011,7,5,-46.15,40,17
543,Alkoholunfälle,Verletzte und Getötete,2010,201012,12,14,71.43,-14.29,17
544,Alkoholunfälle,Verletzte und Getötete,2009,Summe,213,240,,-11.25,
545,Alkoholunfälle,Verletzte und Getötete,2009,200901,7,8,-65,-12.5,20
546,Alkoholunfälle,Verletzte und Getötete,2009,200902,12,16,71.43,-25,20
547,Alkoholunfälle,Verletzte und Getötete,2009,200903,5,9,-58.33,-44.44,19
548,Alkoholunfälle,Verletzte und Getötete,2009,200904,31,10,520,210,21
549,Alkoholunfälle,Verletzte und Getötete,2009,200905,34,37,9.68,-8.11,21
550,Alkoholunfälle,Verletzte und Getötete,2009,200906,19,32,-44.12,-40.63,20
551,Alkoholunfälle,Verletzte und Getötete,2009,200907,27,24,42.11,12.5,20
552,Alkoholunfälle,Verletzte und Getötete,2009,200908,26,23,-3.7,13.04,20
553,Alkoholunfälle,Verletzte und Getötete,2009,200909,18,28,-30.77,-35.71,19
554,Alkoholunfälle,Verletzte und Getötete,2009,200910,15,19,-16.67,-21.05,19
555,Alkoholunfälle,Verletzte und Getötete,2009,200911,5,14,-66.67,-64.29,18
556,Alkoholunfälle,Verletzte und Getötete,2009,200912,14,20,180,-30,18
557,Alkoholunfälle,Verletzte und Getötete,2008,Summe,240,281,,-14.59,
558,Alkoholunfälle,Verletzte und Getötete,2008,200801,8,13,-60,-38.46,23
559,Alkoholunfälle,Verletzte und Getötete,2008,200802,16,15,100,6.67,23
560,Alkoholunfälle,Verletzte und Getötete,2008,200803,9,14,-43.75,-35.71,23
561,Alkoholunfälle,Verletzte und Getötete,2008,200804,10,27,11.11,-62.96,21
562,Alkoholunfälle,Verletzte und Getötete,2008,200805,37,39,270,-5.13,21
563,Alkoholunfälle,Verletzte und Getötete,2008,200806,32,27,-13.51,18.52,22
564,Alkoholunfälle,Verletzte und Getötete,2008,200807,24,38,-25,-36.84,20
565,Alkoholunfälle,Verletzte und Getötete,2008,200808,23,20,-4.17,15,21
566,Alkoholunfälle,Verletzte und Getötete,2008,200809,28,24,21.74,16.67,21
567,Alkoholunfälle,Verletzte und Getötete,2008,200810,19,18,-32.14,5.56,21
568,Alkoholunfälle,Verletzte und Getötete,2008,200811,14,26,-26.32,-46.15,20
569,Alkoholunfälle,Verletzte und Getötete,2008,200812,20,20,42.86,0,20
570,Alkoholunfälle,Verletzte und Getötete,2007,Summe,281,286,,-1.75,
571,Alkoholunfälle,Verletzte und Getötete,2007,200701,13,21,-38.1,-38.1,23
572,Alkoholunfälle,Verletzte und Getötete,2007,200702,15,21,15.38,-28.57,23
573,Alkoholunfälle,Verletzte und Getötete,2007,200703,14,14,-6.67,0,23
574,Alkoholunfälle,Verletzte und Getötete,2007,200704,27,16,92.86,68.75,24
575,Alkoholunfälle,Verletzte und Getötete,2007,200705,39,28,44.44,39.29,25
576,Alkoholunfälle,Verletzte und Getötete,2007,200706,27,22,-30.77,22.73,25
577,Alkoholunfälle,Verletzte und Getötete,2007,200707,38,37,40.74,2.7,25
578,Alkoholunfälle,Verletzte und Getötete,2007,200708,20,25,-47.37,-20,25
579,Alkoholunfälle,Verletzte und Getötete,2007,200709,24,35,20,-31.43,24
580,Alkoholunfälle,Verletzte und Getötete,2007,200710,18,24,-25,-25,23
581,Alkoholunfälle,Verletzte und Getötete,2007,200711,26,22,44.44,18.18,24
582,Alkoholunfälle,Verletzte und Getötete,2007,200712,20,21,-23.08,-4.76,23
583,Alkoholunfälle,Verletzte und Getötete,2006,Summe,286,281,,1.78,
584,Alkoholunfälle,Verletzte und Getötete,2006,200601,21,13,75,61.54,24
585,Alkoholunfälle,Verletzte und Getötete,2006,200602,21,14,0,50,25
586,Alkoholunfälle,Verletzte und Getötete,2006,200603,14,13,-33.33,7.69,25
587,Alkoholunfälle,Verletzte und Getötete,2006,200604,16,19,14.29,-15.79,25
588,Alkoholunfälle,Verletzte und Getötete,2006,200605,28,21,75,33.33,25
589,Alkoholunfälle,Verletzte und Getötete,2006,200606,22,31,-21.43,-29.03,24
590,Alkoholunfälle,Verletzte und Getötete,2006,200607,37,26,68.18,42.31,25
591,Alkoholunfälle,Verletzte und Getötete,2006,200608,25,33,-32.43,-24.24,25
592,Alkoholunfälle,Verletzte und Getötete,2006,200609,35,50,40,-30,23
593,Alkoholunfälle,Verletzte und Getötete,2006,200610,24,35,-31.43,-31.43,22
594,Alkoholunfälle,Verletzte und Getötete,2006,200611,22,14,-8.33,57.14,23
595,Alkoholunfälle,Verletzte und Getötete,2006,200612,21,12,-4.55,75,24
596,Alkoholunfälle,Verletzte und Getötete,2005,Summe,281,304,,-7.57,
597,Alkoholunfälle,Verletzte und Getötete,2005,200501,13,10,8.33,30,26
598,Alkoholunfälle,Verletzte und Getötete,2005,200502,14,21,7.69,-33.33,25
599,Alkoholunfälle,Verletzte und Getötete,2005,200503,13,18,-7.14,-27.78,25
600,Alkoholunfälle,Verletzte und Getötete,2005,200504,19,10,46.15,90,25
601,Alkoholunfälle,Verletzte und Getötete,2005,200505,21,30,10.53,-30,25
602,Alkoholunfälle,Verletzte und Getötete,2005,200506,31,25,47.62,24,25
603,Alkoholunfälle,Verletzte und Getötete,2005,200507,26,44,-16.13,-40.91,24
604,Alkoholunfälle,Verletzte und Getötete,2005,200508,33,47,26.92,-29.79,22
605,Alkoholunfälle,Verletzte und Getötete,2005,200509,50,41,51.52,21.95,23
606,Alkoholunfälle,Verletzte und Getötete,2005,200510,35,26,-30,34.62,24
607,Alkoholunfälle,Verletzte und Getötete,2005,200511,14,20,-60,-30,23
608,Alkoholunfälle,Verletzte und Getötete,2005,200512,12,12,-14.29,0,23
609,Alkoholunfälle,Verletzte und Getötete,2004,Summe,304,319,,-4.7,
610,Alkoholunfälle,Verletzte und Getötete,2004,200401,10,18,-62.96,-44.44,26
611,Alkoholunfälle,Verletzte und Getötete,2004,200402,21,16,110,31.25,26
612,Alkoholunfälle,Verletzte und Getötete,2004,200403,18,17,-14.29,5.88,26
613,Alkoholunfälle,Verletzte und Getötete,2004,200404,10,25,-44.44,-60,25
614,Alkoholunfälle,Verletzte und Getötete,2004,200405,30,26,200,15.38,26
615,Alkoholunfälle,Verletzte und Getötete,2004,200406,25,41,-16.67,-39.02,24
616,Alkoholunfälle,Verletzte und Getötete,2004,200407,44,35,76,25.71,25
617,Alkoholunfälle,Verletzte und Getötete,2004,200408,47,40,6.82,17.5,26
618,Alkoholunfälle,Verletzte und Getötete,2004,200409,41,26,-12.77,57.69,27
619,Alkoholunfälle,Verletzte und Getötete,2004,200410,26,17,-36.59,52.94,28
620,Alkoholunfälle,Verletzte und Getötete,2004,200411,20,31,-23.08,-35.48,27
621,Alkoholunfälle,Verletzte und Getötete,2004,200412,12,27,-40,-55.56,25
622,Alkoholunfälle,Verletzte und Getötete,2003,Summe,319,379,,-15.83,
623,Alkoholunfälle,Verletzte und Getötete,2003,200301,18,24,-33.33,-25,31
624,Alkoholunfälle,Verletzte und Getötete,2003,200302,16,22,-11.11,-27.27,31
625,Alkoholunfälle,Verletzte und Getötete,2003,200303,17,21,6.25,-19.05,30
626,Alkoholunfälle,Verletzte und Getötete,2003,200304,25,28,47.06,-10.71,30
627,Alkoholunfälle,Verletzte und Getötete,2003,200305,26,32,4,-18.75,30
628,Alkoholunfälle,Verletzte und Getötete,2003,200306,41,42,57.69,-2.38,29
629,Alkoholunfälle,Verletzte und Getötete,2003,200307,35,40,-14.63,-12.5,29
630,Alkoholunfälle,Verletzte und Getötete,2003,200308,40,29,14.29,37.93,30
631,Alkoholunfälle,Verletzte und Getötete,2003,200309,26,51,-35,-49.02,28
632,Alkoholunfälle,Verletzte und Getötete,2003,200310,17,53,-34.62,-67.92,25
633,Alkoholunfälle,Verletzte und Getötete,2003,200311,31,10,82.35,210,27
634,Alkoholunfälle,Verletzte und Getötete,2003,200312,27,27,-12.9,0,27
635,Alkoholunfälle,Verletzte und Getötete,2002,Summe,379,391,,-3.07,
636,Alkoholunfälle,Verletzte und Getötete,2002,200201,24,36,4.35,-33.33,32
637,Alkoholunfälle,Verletzte und Getötete,2002,200202,22,20,-8.33,10,32
638,Alkoholunfälle,Verletzte und Getötete,2002,200203,21,36,-4.55,-41.67,31
639,Alkoholunfälle,Verletzte und Getötete,2002,200204,28,32,33.33,-12.5,30
640,Alkoholunfälle,Verletzte und Getötete,2002,200205,32,32,14.29,0,30
641,Alkoholunfälle,Verletzte und Getötete,2002,200206,42,46,31.25,-8.7,30
642,Alkoholunfälle,Verletzte und Getötete,2002,200207,40,35,-4.76,14.29,30
643,Alkoholunfälle,Verletzte und Getötete,2002,200208,29,21,-27.5,38.1,31
644,Alkoholunfälle,Verletzte und Getötete,2002,200209,51,48,75.86,6.25,31
645,Alkoholunfälle,Verletzte und Getötete,2002,200210,53,37,3.92,43.24,33
646,Alkoholunfälle,Verletzte und Getötete,2002,200211,10,25,-81.13,-60,31
647,Alkoholunfälle,Verletzte und Getötete,2002,200212,27,23,170,17.39,32
648,Alkoholunfälle,Verletzte und Getötete,2001,Summe,391,376,,3.99,
649,Alkoholunfälle,Verletzte und Getötete,2001,200101,36,37,16.13,-2.7,31
650,Alkoholunfälle,Verletzte und Getötete,2001,200102,20,19,-44.44,5.26,31
651,Alkoholunfälle,Verletzte und Getötete,2001,200103,36,18,80,100,33
652,Alkoholunfälle,Verletzte und Getötete,2001,200104,32,26,-11.11,23.08,33
653,Alkoholunfälle,Verletzte und Getötete,2001,200105,32,44,0,-27.27,32
654,Alkoholunfälle,Verletzte und Getötete,2001,200106,46,32,43.75,43.75,34
655,Alkoholunfälle,Verletzte und Getötete,2001,200107,35,37,-23.91,-5.41,33
656,Alkoholunfälle,Verletzte und Getötete,2001,200108,21,32,-40,-34.38,32
657,Alkoholunfälle,Verletzte und Getötete,2001,200109,48,45,128.57,6.67,33
658,Alkoholunfälle,Verletzte und Getötete,2001,200110,37,31,-22.92,19.35,33
659,Alkoholunfälle,Verletzte und Getötete,2001,200111,25,24,-32.43,4.17,33
660,Alkoholunfälle,Verletzte und Getötete,2001,200112,23,31,-8,-25.81,33
661,Alkoholunfälle,Verletzte und Getötete,2000,200001,37,,,,37
662,Alkoholunfälle,Verletzte und Getötete,2000,200002,19,,-48.65,,28
663,Alkoholunfälle,Verletzte und Getötete,2000,200003,18,,-5.26,,25
664,Alkoholunfälle,Verletzte und Getötete,2000,200004,26,,44.44,,25
665,Alkoholunfälle,Verletzte und Getötete,2000,200005,44,,69.23,,29
666,Alkoholunfälle,Verletzte und Getötete,2000,200006,32,,-27.27,,29
667,Alkoholunfälle,Verletzte und Getötete,2000,200007,37,,15.63,,30
668,Alkoholunfälle,Verletzte und Getötete,2000,200008,32,,-13.51,,31
669,Alkoholunfälle,Verletzte und Getötete,2000,200009,45,,40.63,,32
670,Alkoholunfälle,Verletzte und Getötete,2000,200010,31,,-31.11,,32
671,Alkoholunfälle,Verletzte und Getötete,2000,200011,24,,-22.58,,31
672,Alkoholunfälle,Verletzte und Getötete,2000,200012,31,,29.17,,31
673,Fluchtunfälle,insgesamt,2025,202501,,769,,,
674,Fluchtunfälle,insgesamt,2025,202502,,847,,,
675,Fluchtunfälle,insgesamt,2025,202503,,899,,,
676,Fluchtunfälle,insgesamt,2025,202504,,952,,,
677,Fluchtunfälle,insgesamt,2025,202505,,947,,,
678,Fluchtunfälle,insgesamt,2025,202506,,1021,,,
679,Fluchtunfälle,insgesamt,2025,202507,,1078,,,
680,Fluchtunfälle,insgesamt,2025,202508,,801,,,
681,Fluchtunfälle,insgesamt,2025,202509,,957,,,
682,Fluchtunfälle,insgesamt,2025,202510,,1110,,,
683,Fluchtunfälle,insgesamt,2025,202511,,953,,,
684,Fluchtunfälle,insgesamt,2025,202512,,833,,,
685,Fluchtunfälle,insgesamt,2024,Summe,11167,10934,,2.13,
686,Fluchtunfälle,insgesamt,2024,202401,769,750,-16.23,2.53,913
687,Fluchtunfälle,insgesamt,2024,202402,847,717,10.14,18.13,924
688,Fluchtunfälle,insgesamt,2024,202403,899,985,6.14,-8.73,916
689,Fluchtunfälle,insgesamt,2024,202404,952,917,5.9,3.82,919
690,Fluchtunfälle,insgesamt,2024,202405,947,1011,-0.53,-6.33,914
691,Fluchtunfälle,insgesamt,2024,202406,1021,947,7.81,7.81,920
692,Fluchtunfälle,insgesamt,2024,202407,1078,997,5.58,8.12,927
693,Fluchtunfälle,insgesamt,2024,202408,801,811,-25.7,-1.23,926
694,Fluchtunfälle,insgesamt,2024,202409,957,966,19.48,-0.93,925
695,Fluchtunfälle,insgesamt,2024,202410,1110,1029,15.99,7.87,932
696,Fluchtunfälle,insgesamt,2024,202411,953,886,-14.14,7.56,938
